person_id,title,firm,Calculated Duration
196,Oracle Database Engineer Oracle Infrastructure Eng Oracle Core DBA /Production Support Database Administrator Oracle Production Support Database Administrator,KeyBank Nationwide Insurance North Jersey Insurance Group Pitney Bowes,14
197,Sr IT Consultant contractor Data migration assistant Sql Server DBA Oracle Database Administrator General manager Network / Database administrator,Leadiant Bioscience INC Suntrust Bank  Boston consulting B.A. wholesale Trading Pioneer diagnostic center & Boston consulting,15
198,SCRUM MASTER SCRUM MASTER ORACLE DATABASE ADMINISTRATOR,"CHANDO GLOBAL GROUP, LLC FIRST GULF BANK FIRST GULF BANK",6
199,Business Intelligence Developer Database Analyst Jr. SQL Server Database Administrator/Engineer,OldCastle Materials Incorporated AAA Parking/Selig Enterprises Voya,0
200,Sr. SQL Server DBA DBA Database Administrator,The Tech-Edge Group Get Fabulous Inc BOSS Dave Engineering,13
201,Database Administrator Database Administrator IT Support Specialist,Cybernet LLC & Caspian Development Bank Sinam LLC Komtec LLC,13
202,Applications Database Administrator IT Consultant Database Administrator I Counter Intelligence Agent,Hewlett Packard Enterprise Custom Maintenance Solutions Transworks Best Buy,16
203,Scrum Master Scrum Master Scrum Master Database Administrator,Veeam Software National Children Center BMC Target,7
204,Sr. Oracle DBA Sr. Oracle DBA Oracle Database Administrator Oracle Database Administrator Oracle DBA Oracle DBA,Cardinal Health United Services Automobile Association Emergency Care Research Institute Allergan Farmers Insurance Medtronics,15
205,Sr. Oracle DBA Consultant Oracle Database Administrator Oracle Apps DBA Applications Database Administrator,Ogletree Open Lane Inc Hitachi Consulting (India) Pvt. Ltd AT&T Global business services (India) Pvt. Ltd,14
206,Oracle/SQL Database Administrator Oracle DBA Oracle Production Support Database Administrator,PeopleSoft Financial Windstream Communications CDW,15
207,Linux Administrator Linux Administrator Oracle Database Administrator,Con-way Dedicated Care Health Service Inc Syniverse Technologies Inc,15
208,IT SPECIALIST II DATABASE ADMINISTRATOR SYSTEM ADMINISTRATOR AVIATION ELECTRONICS TECHNICIAN,UNIVERSITY OF SOUTH MAYER BROS MORPHOTRUST USA US NAVY,0
209,Business System Analyst contracted Database Administrator Security Database Architect Data Warehouse Architect Database Administrator III Business System Analyst Financial Business Analyst,Insight Global One Solutions Alion Science & Technology URAC Northrop Grumman AOL Sunrise Senior Living,0
210,SQL Database Administrator Web Developer/Programmer,Data group USA Inland Revenue Department,0
211,Oracle Database Administrator Oracle Database Administrator,Copper Mobile Walgreen Company,5
212,Database Administrator,Webstaurant Store,0
213,Oracle Database Administrator Oracle Database Administrator Database Administrator,VERIZON RILEY TECHNOLOGIES BARCLAYS,13
214,Technical Expert Data Analytics Mentor Database Administrator Database Analyst Workflow Specialist,Thinkful Inc Muscogee County School District Total System Services Aflac Group,0
215,Database Administrator Graduate Assistant Software Developer Technical Support Specialist,Busha Limited Texas State University Computing Services Globacom Limited Geoid Telecommunications LLC,0
216,SQL Server Database Administrator Inventory Control,Ricoh Global Carter's DC,0
217,Oracle Database Administrator Oracle Database Administrator,Calpine Corp Coca Cola,6
218,DBA Database Administrator Database Administrator Networking Communication Technician Computer Repair Technician,NTTDATA Services Stephenson Cancer Center St. Anthony Hospital MTN Afro-Tech,0
219,DB2 DBA & Developer DB2 DBA & Developer DBA Database Administrator,State of Louisiana Delta Dental Plan of Michigan CHEMONICS (Remote) TCC Software Solutions,12
220,Oracle Database Administrator Senior Oracle DBA Oracle DBA,Verizon Wireless Chevron ITC Nepal Satellite Telecom,0
221,Oracle Database Administrator System Engineer,"Lenexa, KS Cerner",8
222,SQL Database Administrator SQL Database Administrator,NCR Secure IP Telecom,4
223,Software Engineer/ Database Administrator Software Engineer Mathematics Teacher Computer Operator,S&K Logistics Areva Thomson High School FIS Global,0
224,Oracle Database Administrator/Applications DBA/Scrum Master Database Administrator Database Manager,Hyundai Information Service Acceptance Insurance YAI V,0
225,SQL Server Database Specialist SQL Server Database Administrator SQL Server DBA,"NBTY, Inc North-Shore Medical Centre MTA",14
226,Pilot in training Database Administrator Aircraft Mechanic Audio Video Administrator Store Manager,U.S. Army Arkansas Army Air Support Facility Arkansas Army Air Support Facility Arkansas Army Air Support Facility Eight Mile Store,0
227,Sr. Oracle Database Administrator Sr. Oracle Database Administrator Oracle Database Administrator,Trade Navigator Broadridge Financial Solutions TesyncSree Technologies,14
228,Oracle Database Administrator Oracle Database Administrator,NFP Tempus Resorts International,11
229,"Marketing Business Analytics Specialist, Officer Corp. Marketing Campaign Coordinator & Database Administrator Sales Administrator","PNC Financial Services Group Aerotech, Inc Aerotech, Inc",0
230,Sr. SQL Database Administrator Sr. SQL Database Administrator SQL Server DBA SQL Database Administrator/SQL Developer SQL Database Administrator/ Systems Administrator,Pentagon Federal Credit Union Bank Charter Communication National Oceanic and Atmospheric Administration Blue Cross Blue Shield Unicon Inc,14
231,Oracle Database Administrator Oracle Database Administrator Oracle Production Support Database Administrator,"Zimmer Biomet Inc Kindred Healthcare FINISHLINE, Inc",0
232,Junior Oracle Database Administrator Junior Database Administrator,Robert Half Technology Transamerica Co.,4
233,IT Security Analyst IT Security Analyst Database Administrator,"Top Group Technologies, Inc Dynamics Technologies Solutions Pyramid Solutions",0
234,Lead IT Security Compliance Analyst Database Security Administrator IT Security Administrator Technical Support Analyst,Nisum Technologies Creative Associates International / USAID Al Jazeera Group of Companies United Bank Limited,0
235,"Oracle Database Administrator Database Management and Maintenance Database Development, Implementation, and Backup",US COAST GUARD US Foods AT&T,0
236,Oracle Database Administrator Senior Oracle DBA Oracle DBA,Verizon Wireless Chevron ITC Nepal Satellite Telecom,12
237,Maintenance Administration Work center Supervisor - Database/Systems Administrator Aviation Maintenance Administration - Systems Administrator/Analyst,U.S. Navy U.S. Navy,12
238,Junior AWS Cloud Solutions Architect Oracle Database Administrator,"EddyBerry Systems Technology Shiloh Industries, Inc",11
239,Database Administrator I Database Administrator Customer Service Representative Statistical Quality and Unified Analytics Premier Care Management,CACI TEKSystems Don Hood Insurance Sprint Sprint,0
240,SQL Server Database Administrator SQL Server DBA SQL Server DBA,ZHILL SYSTEMS PROSERVE MARKETING LLC MACQUARIE GROUP,11
241,Oracle DBA Oracle Database Administrator,Heron Solutions Group EchoStar Corporation,12
242,ORACLE DATABASE ADMINISTRATOR ORACLE DATABASE ADMINISTRATOR ORACLE DATABASE ADMINISTRATOR JUNIOR ORACLE DBA,Oracle Corporation Corporate Express TCF Bank Allstate Insurance,13
243,Systems Administrator Database Administrator Freelance Database Engineer,Star Gas Partners Overseas Military Sales Corp Sisters of St. Joseph,12
244,SQL Server DBA SQL Server Database Administrator SQL Server DBA,Industrial bank ATG Trust company Glenworth Financial,12
245,AWS Architect AWS Cloud Engineer Database Administrator Linux Administrator,Deloitte MetLife Insurance PBGC - Pension Benefit Guaranty Corporation Viitorcloud Technologies Pvt Ltd,15
246,Sr. SQL Server DBA Sr. SQL Server DBA Database Administrator,West Advanced Technologies RIGHTPOINT IceAddis,12
247,SQL Database Administrator - DBA Microsoft Dynamic AX Administrator/Functional Analyst,MIMAKI USA INC MIMAKI USA INC,20
248,IT Manager / Programmer SQL Developer/Interim Database Administrator,Blue Chip Group Food for Health International Wilson Electronics,11
249,Database Administrator Oracle/SQL DBA Oracle DBA Oracle DBA,TATA Consultancy Services Govt NCR Wipro,12
250,IT User Support Supervisor Technical Application Administrator 400 and Database Administrator IT Service Rep,Panhandle State Bank Panhandle State Bank Panhandle State Bank Panhandle State Bank,8
251,Scrum Master Scrum Master/Agile Coach Scrum Master Database Administrator,Prosperity Bank Beyond Finance Verizon Wireless North Star Financial Services,0
252,MS SQL Server Database Administrator Junior SQL DBA Database Administrator Intern,AAA Carolinas AT&T YAYOBE IT Solutions,12
253,BI/ SSRS Developer Independent Consultancy Database Administrator Head Of IT Department / Systems And Database Administration Systems and Database Administrator / IT Consultancy Website developer,EXAMWORKs  EDITEC LOTTERIES UK   PERSOL SYSTEMS LIMITED,22
254,Jr. Database Administrator Jr. Database Administrator,NEW DIRECTIONS BEHAVIORAL HEALTH SOFT PLANET TECHNOLOGIES,0
255,Sr. Oracle Database Administrator Sr. Oracle Database Administrator Oracle DBA Oracle DBA/Developer,McGraw Hill Johnson Controls Best Buy ICICI Bank,0
256,Oracle Database Administrator Oracle Database Administrator,Sun Products Corporation American Home Patient,11
257,Database Administrator SQL Server Database Administrator,Bureau of Labor Statistics African Development Foundation,0
258,Database administrator,Adilas Tech LLC,8
259,SQL Server Database Administrator SQL Server Database Administrator SQL Server Developer SQL Server Developer,California State-Parks and Recreation-dept Gentiva Health Services GP InfoTech Pvt Ltd Samyak Techno Solutions pvt Ltd,13
260,Database Administrator Project Information Specialist II/Document Control Document Control Administrator - Regulatory Affairs Document Control Administrator Document Control Technician - Contractor EDMS Support Technician (MOX Fuel Project),BCP Engineers & Consultants URS Corporation Progress Energy Florida Midrex Technologies Duke Energy Corporation MOX Services,25
261,QA Engineer Software Developer Database Administrator Fulfillment Specialist,PrinterLogic Franklin Covey Franklin Covey Boart Longyear,13
262,Oracle Database Administrator Sr. Oracle Database Engineer Jr. Oracle Database Administrator,PNC Bank Thomson Rueters Anthelio Healthcare Inc,14
263,Security Controls Assessor Security Controls Assessor Database Administrator Oracle Database Administrator,Environmental Protection Agency Riley Technologies Acethia LLC Lolubyte IT Consulting LLC,11
264,Data Analyst Data Analyst/ Sql developer System Analyst/ Technical Support SQL Server Database Administrator Operations Database Analyst,LINBECK GROUP TechDigital Corporation Central Business Solutions Inc Kuba Global Solutions Limited May and Baker Nigeria Plc,9
265,Oracle Database Administrator Oracle Database Administrator,Iowa Foundation for Medical Care State Farm,0
266,"Program Director Business Operations Specialist Program Manager, Grants & Outcomes Compliance Program Manager / Administrator Database Administrator","Todd Lastrapes Memorial Foundation KAIROS CAPITAL, LLC (formerly Bedrock Management Solutions) PRIME ONCOLOGY CONISUS, LLC CONISUS, LLC",0
267,Cloud Architect Lead Systems Engineer Project Manager/ DBA IT Database Administrator IT Database Consultant Data Analyst,Evalueserve Deloitte LLP Barrister Digital Solutions LLC CSX Transportation Evidence Exchange RVM Inc,0
268,Oracle Database Administrator Oracle Database Administrator Oracle Production Support Database Administrator Oracle Database Administrator,HCA HEALTH DOLLAR GENERAL AVAYA GOVERNMENT SOLUTIONS AutoZone,0
269,SharePoint Developer SharePoint Developer SQL Database Administrator/DBA QA Tester,"Harmony Tech, Inc Pragmatics Inc Alexandria, VA Cabin John IT Consulting LLC",12
270,Database Administrator Tier II Software Support Analyst Software Support Analyst,PESG Educational Staffing Solutions Common Cents Systems GeoConex Corporation,0
271,Oracle Database Administrator Oracle Database Administrator Oracle Production Support Database Administrator,"Zimmer Biomet Inc Kindred Healthcare FINISHLINE, Inc",0
272,Scrum Master Scrum Master Oracle database administrator Junior Oracle Database Administrator,AT&T Zenith Insurance Inc International Finance Corporation Fresenius Medical Care,14
273,Database Administrator Database Administrator Database Administrator Junior Database Administrator,Adilas Tech Citigroup Saint Mary University MIDROC,11
